Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Exam_Score,Tutoring_Sessions_Group
26,94,0,1,0,8,56,0,1,2,1,0,2,0,1,2,69,1
14,74,2,1,1,7,72,2,0,1,1,0,3,0,1,2,65,2
25,77,0,1,1,7,54,1,1,1,1,1,1,0,1,1,66,2
13,99,1,1,1,10,77,0,1,1,2,0,3,0,1,1,68,0
24,91,2,2,1,7,76,1,1,1,1,2,2,0,0,1,72,0
24,96,2,2,1,7,96,1,1,1,1,0,3,0,0,2,74,1
9,78,1,1,0,7,98,0,1,0,1,2,2,0,0,2,64,3
21,69,2,0,1,7,63,1,1,1,1,2,3,0,0,1,64,0
17,76,1,1,1,8,79,0,0,0,1,1,4,1,2,0,63,1
15,89,2,0,0,9,73,2,1,0,0,1,2,0,0,2,66,2
28,64,1,1,1,7,77,1,1,2,1,2,2,0,0,2,67,1
16,71,2,0,1,6,77,0,1,1,1,1,5,1,1,1,64,4
15,62,0,2,0,10,96,0,1,1,2,2,4,0,0,0,62,0
20,77,1,0,1,7,95,2,1,1,1,2,1,0,0,0,66,0
24,93,1,2,0,4,56,0,1,0,2,0,2,0,2,1,71,4
19,61,2,0,1,10,67,0,0,1,1,2,6,0,2,2,63,1
27,87,2,1,1,9,88,1,1,0,2,2,4,1,1,2,72,1
23,97,1,2,0,9,84,0,1,2,1,2,3,1,0,0,71,1
7,69,0,1,0,9,82,0,1,1,2,2,3,0,2,2,61,1
17,88,1,2,1,10,100,1,1,0,2,2,2,0,2,2,71,1
17,99,1,1,0,5,67,0,1,1,1,1,4,0,2,0,69,2
23,98,1,2,1,6,76,0,1,0,2,2,3,0,0,2,74,3
4,69,1,2,1,6,99,1,1,1,2,1,2,0,0,1,61,0
35,64,1,0,0,6,85,2,1,1,2,1,2,0,0,1,68,2
23,66,1,2,1,7,82,2,1,1,1,2,2,0,0,2,67,1
21,88,2,0,0,6,58,1,1,2,1,1,4,0,1,2,70,3
27,89,1,1,0,5,62,1,1,0,1,1,3,0,0,2,69,0
34,87,1,0,0,6,69,2,1,0,1,1,2,0,1,1,72,3
25,73,1,0,1,7,73,1,1,1,1,2,2,0,0,2,66,1
26,67,1,1,0,9,75,1,1,1,1,2,3,0,0,2,67,2
21,83,1,1,0,6,95,2,1,2,2,1,2,0,0,0,70,4
19,79,1,2,1,8,55,1,1,1,1,1,4,1,2,2,68,3
17,89,0,1,1,5,62,2,1,1,1,2,2,0,1,2,68,2
15,78,1,2,0,4,57,2,1,1,2,0,2,0,0,2,65,2
16,74,1,0,1,7,87,1,1,0,0,2,3,0,1,2,63,0
12,72,0,0,1,6,99,2,1,0,1,2,4,0,1,0,62,0
20,68,1,2,1,6,95,1,1,0,1,2,4,0,0,2,66,0
10,71,1,2,1,6,86,1,1,1,0,0,2,1,2,2,62,1
21,64,0,2,1,6,51,0,1,2,0,0,3,0,1,1,61,0
20,74,0,1,1,6,67,2,1,1,1,0,4,1,1,1,63,0
21,61,1,1,1,6,93,0,1,1,2,1,3,0,0,2,65,3
17,67,2,0,0,5,83,2,1,0,1,2,3,0,0,1,64,3
38,90,2,1,1,4,60,0,1,0,1,1,4,0,1,1,74,2
28,73,0,1,1,4,73,1,1,2,2,2,2,0,2,2,70,2
13,87,0,1,0,10,54,0,1,0,1,2,2,0,0,1,63,2
21,89,0,1,0,7,76,1,1,2,1,2,2,0,0,0,68,3
16,83,1,2,1,9,95,1,1,0,2,1,2,0,1,2,69,2
14,98,1,2,1,7,52,2,1,1,2,0,4,0,0,1,70,1
12,61,1,1,1,7,81,1,1,2,1,1,3,0,1,0,62,2
23,90,2,1,1,7,62,1,1,1,0,2,2,0,2,1,71,3
16,98,1,0,0,8,100,0,1,0,1,1,1,0,0,2,69,2
26,94,2,0,1,5,53,0,1,0,2,1,2,0,0,2,69,0
26,67,0,2,1,6,81,2,1,0,2,1,3,1,1,2,68,4
28,73,0,1,1,7,63,0,1,0,1,2,2,0,0,2,65,0
15,67,1,2,1,4,94,2,1,1,1,2,5,0,0,0,65,1
23,84,0,0,1,9,56,0,0,1,2,2,4,0,0,2,65,1
24,88,2,2,0,9,71,1,1,2,2,0,3,0,0,2,72,2
17,73,1,0,0,4,59,2,1,0,2,0,4,0,0,1,63,2
15,82,1,2,1,6,90,2,0,2,1,2,2,0,0,2,68,2
30,88,1,1,1,7,68,0,1,1,2,2,3,0,1,2,72,1
21,77,1,0,1,8,59,1,1,0,1,2,2,0,0,2,66,3
24,94,0,1,0,9,86,2,1,0,1,1,3,0,1,2,71,2
15,91,1,0,1,6,91,0,1,1,1,2,3,0,1,1,67,0
13,63,1,1,0,10,73,0,1,0,2,0,3,0,2,1,61,2
17,85,2,2,1,7,69,1,1,0,2,1,2,0,0,2,70,4
19,69,1,1,1,7,82,0,0,0,1,1,3,0,1,2,64,2
14,82,1,1,1,8,83,1,1,1,1,0,2,0,0,1,64,0
20,98,0,2,1,7,83,1,0,0,1,1,3,0,0,0,68,0
10,95,2,1,0,7,64,2,1,0,1,2,3,0,2,2,70,4
13,76,0,1,1,10,97,2,1,0,0,1,3,0,1,1,65,4
24,72,2,2,0,7,61,1,1,0,1,1,2,0,0,2,67,3
24,69,1,0,1,6,69,1,1,0,2,1,4,0,1,2,65,0
18,81,0,1,1,6,64,1,1,1,1,2,4,0,0,1,65,1
14,65,1,2,1,9,97,0,1,0,2,2,4,0,0,2,65,3
14,82,2,0,1,8,91,2,1,0,1,0,2,0,0,2,66,1
18,60,1,2,0,5,91,0,1,0,1,0,4,1,0,2,62,2
24,73,1,1,1,5,50,0,1,0,1,0,2,0,0,2,63,1
26,69,0,0,1,7,84,1,1,1,1,1,3,1,0,1,63,0
17,99,1,1,1,8,62,1,1,1,1,1,3,0,0,2,70,3
13,89,0,2,1,6,98,1,1,1,1,0,4,0,0,2,67,0
22,74,2,2,0,4,77,0,1,2,1,0,3,1,0,2,66,0
15,64,2,1,0,5,78,1,1,0,1,2,2,0,0,1,63,2
17,81,2,0,1,9,68,2,1,0,0,2,3,0,1,2,66,1
28,69,0,1,0,8,77,1,1,1,1,1,4,0,1,1,67,3
25,81,1,1,0,9,87,0,1,0,2,0,1,0,2,1,68,1
21,93,0,2,1,9,78,0,1,1,0,1,2,1,0,0,67,1
12,85,1,2,1,6,82,1,1,2,1,1,2,0,0,0,66,1
21,85,2,2,1,6,74,1,1,1,1,1,4,0,0,2,71,2
26,82,1,1,1,7,86,1,1,0,2,1,2,1,2,2,69,0
18,97,2,0,1,8,95,2,1,1,1,2,2,0,2,1,72,1
28,97,2,0,1,9,53,0,1,0,1,0,3,0,1,1,70,0
28,81,1,1,1,10,55,1,1,1,0,1,3,0,0,2,68,2
30,72,1,1,0,8,84,1,1,0,2,2,1,0,0,2,68,1
22,78,0,2,1,8,69,2,1,0,1,0,2,0,0,2,67,2
24,67,1,1,0,10,64,0,1,0,1,2,2,1,1,0,62,1
28,85,1,0,0,7,59,0,1,0,1,1,3,0,2,0,67,1
23,80,2,1,0,9,79,1,1,1,2,0,2,0,2,2,69,1
17,64,1,2,1,8,67,1,1,0,1,0,3,0,1,2,64,3
17,68,1,2,1,8,75,1,1,0,2,2,3,0,1,2,66,2
21,79,2,0,1,7,98,2,1,0,1,2,1,0,0,2,69,2
12,96,2,2,0,5,88,2,1,1,1,2,2,0,1,1,70,0
19,83,2,1,0,8,90,0,1,0,1,2,3,0,1,1,69,3
27,87,1,1,1,8,56,1,1,1,2,1,3,0,2,2,72,3
7,74,1,1,1,6,66,0,1,0,2,2,2,0,0,2,61,1
29,83,1,1,0,7,55,2,1,0,0,0,4,0,0,2,68,2
27,78,1,1,0,6,98,0,1,1,1,2,3,0,0,0,68,1
17,86,0,1,0,6,84,2,1,1,1,1,3,0,0,2,66,0
23,62,1,1,0,6,51,1,1,2,1,0,2,0,1,2,65,5
20,80,2,0,1,5,74,1,1,0,0,0,4,0,1,1,66,2
27,72,1,1,0,6,63,1,1,2,1,0,5,0,1,1,67,1
26,73,1,2,0,8,77,1,1,1,2,2,2,0,1,0,68,0
12,98,0,1,0,9,59,0,1,2,1,1,2,0,2,2,67,1
24,67,0,1,1,10,53,1,1,1,1,2,3,1,1,2,63,0
19,72,1,0,0,6,66,1,1,1,2,1,2,0,2,2,64,0
20,80,1,0,0,9,65,2,1,1,1,2,3,0,1,0,66,1
16,95,2,1,1,8,86,1,1,0,0,2,4,0,0,1,69,0
30,77,1,0,1,7,74,1,1,2,1,1,3,0,2,1,70,3
26,90,1,1,0,8,65,2,1,1,2,2,2,0,0,2,72,3
16,94,1,2,0,9,79,2,1,2,1,2,5,0,0,1,71,2
12,72,1,1,1,6,54,0,1,0,1,2,2,0,2,2,63,3
18,76,2,2,0,6,83,1,1,2,1,1,4,0,0,2,68,1
23,74,1,2,1,6,57,0,0,2,2,1,3,0,1,2,67,1
21,93,1,0,0,6,64,1,1,0,1,2,4,0,2,1,69,2
28,62,1,1,0,9,64,2,1,0,1,0,2,0,2,2,65,1
25,72,2,0,1,6,73,2,1,1,2,1,4,0,1,1,69,4
26,87,1,1,0,6,98,2,1,1,2,0,4,0,1,1,71,0
22,83,1,0,1,7,66,1,1,1,1,1,3,0,0,2,67,2
12,77,0,1,0,7,64,0,1,2,2,2,4,0,1,1,64,2
19,82,2,1,1,6,58,0,1,1,2,2,3,0,1,2,68,2
26,68,2,0,1,10,70,1,1,0,1,2,3,0,1,2,67,1
20,77,0,0,0,6,59,0,1,2,1,0,2,0,0,1,62,1
23,80,2,1,0,7,57,0,1,1,2,0,2,0,2,1,68,2
18,96,1,1,1,4,93,1,1,1,2,2,4,0,1,2,72,0
14,70,1,2,1,7,53,0,1,1,1,0,3,0,0,1,61,0
19,95,0,0,1,5,86,1,1,2,1,0,4,0,0,1,67,0
22,86,2,1,0,6,60,2,1,2,2,1,3,0,2,2,70,0
16,61,0,1,1,4,51,0,1,0,1,1,3,0,0,2,59,1
19,89,2,1,1,6,90,2,1,0,2,0,4,0,1,1,70,0
14,61,0,1,0,7,85,2,1,0,1,1,1,0,0,2,60,1
27,100,2,1,0,7,67,1,1,2,2,1,3,0,1,1,74,1
18,95,0,2,1,6,54,2,1,1,2,0,3,0,1,1,68,0
29,72,1,1,0,7,68,0,1,0,1,2,3,0,1,2,67,0
29,70,1,0,0,6,59,2,1,1,1,1,4,0,2,0,67,2
20,75,0,1,1,7,97,2,1,1,1,1,2,0,1,2,66,0
14,74,1,1,0,7,76,2,1,0,2,1,2,0,0,0,63,1
7,75,1,1,0,7,98,0,0,0,2,2,3,0,1,2,62,1
11,73,2,0,1,7,68,2,1,0,2,1,3,0,1,1,64,3
12,85,1,1,1,6,78,2,1,1,1,1,4,0,1,2,68,3
28,67,1,1,0,8,60,2,1,1,1,2,3,0,0,1,65,0
21,94,1,0,1,8,90,0,1,1,1,2,4,0,2,2,71,1
22,92,1,1,1,7,52,0,0,1,1,0,3,0,2,2,68,1
7,79,0,2,1,9,85,1,1,1,1,0,2,0,0,2,62,0
13,94,2,2,1,7,70,1,1,1,1,0,3,0,0,1,68,1
25,70,1,1,1,7,79,0,1,2,1,1,3,0,0,2,68,3
22,61,2,1,1,7,80,2,1,1,2,1,3,0,2,1,67,3
19,85,1,1,1,7,86,1,1,0,1,2,2,0,1,1,67,0
23,78,2,2,1,6,60,1,1,2,2,2,4,0,0,0,70,2
30,83,0,1,1,4,77,1,1,0,1,1,4,0,0,2,69,0
19,96,0,1,0,7,71,1,1,0,2,2,3,0,2,1,70,2
20,99,1,0,0,8,64,0,1,2,1,2,2,0,0,2,69,1
21,85,2,1,1,5,75,0,1,2,2,2,2,0,0,1,70,1
34,91,1,0,0,9,98,1,1,1,1,1,4,0,0,1,72,0
7,63,0,1,0,5,97,1,1,0,1,1,2,0,0,2,59,1
24,66,1,1,0,6,64,1,0,1,2,1,4,0,0,2,64,0
19,89,2,2,1,10,94,1,1,2,1,1,1,0,1,2,72,0
23,77,0,2,1,8,94,1,1,2,1,2,3,0,2,2,70,0
16,78,0,2,0,7,62,1,1,2,2,0,1,0,0,0,63,0
20,72,2,1,1,7,80,1,1,0,2,0,3,0,1,2,66,1
24,84,2,2,0,9,93,1,1,2,1,1,4,0,0,0,72,3
39,67,2,2,1,5,76,1,0,1,1,0,4,0,0,2,71,2
25,85,2,2,0,9,68,1,1,2,1,0,3,0,2,0,71,1
15,67,0,1,1,6,83,0,1,1,0,2,3,0,0,1,62,3
17,63,1,1,1,8,59,1,1,0,2,2,1,0,2,1,62,1
17,73,1,0,0,6,58,1,1,1,1,2,1,0,1,2,64,4
9,69,2,2,1,10,92,1,1,0,1,1,3,0,2,2,65,2
18,96,2,0,1,7,52,0,1,0,1,1,4,0,1,2,68,1
24,62,2,1,1,5,90,0,1,2,1,2,3,0,1,2,67,0
12,67,1,1,1,8,65,0,1,2,1,1,3,0,0,1,61,1
26,82,0,0,1,9,74,2,1,1,1,0,5,0,0,1,68,2
23,79,1,2,0,9,77,1,1,0,2,1,3,0,0,2,68,1
16,62,1,1,0,7,88,1,1,0,2,1,1,0,0,2,62,1
19,60,1,0,0,8,94,2,1,0,0,1,3,0,0,2,62,1
30,100,2,2,1,6,90,0,1,1,0,2,2,1,0,2,74,0
24,86,1,1,1,8,79,1,0,0,1,1,4,0,0,2,68,0
20,75,0,2,0,8,67,1,1,2,0,2,4,0,1,1,66,1
19,79,1,1,0,4,76,2,1,1,1,1,3,0,0,2,67,1
20,71,2,1,0,5,52,2,1,1,2,1,3,0,0,1,65,1
17,74,1,1,1,7,62,1,1,2,1,2,4,0,0,2,66,2
7,86,2,1,0,7,68,1,1,0,1,2,4,0,2,1,67,5
32,95,1,1,1,7,66,2,1,2,1,0,3,0,1,2,76,5
21,67,0,2,1,7,55,2,1,2,2,2,3,0,0,1,66,2
22,94,0,0,0,9,53,2,1,1,2,1,3,0,1,2,68,1
20,65,2,1,1,8,71,0,1,0,1,1,3,1,1,2,63,2
16,69,1,2,1,4,54,1,1,0,0,2,4,0,1,2,65,4
19,61,2,1,0,10,64,1,1,0,1,2,3,0,0,1,63,3
10,66,1,1,0,4,74,0,1,0,1,0,2,0,0,1,59,2
34,97,1,1,0,8,60,1,1,1,1,1,4,0,0,2,74,2
13,78,1,0,1,5,54,0,1,0,2,2,3,1,1,2,62,2
14,63,0,0,1,9,72,1,1,0,0,2,4,1,0,2,59,3
17,98,1,2,1,7,72,2,1,0,1,2,3,0,0,2,71,0
28,95,1,1,0,8,96,1,1,1,1,1,3,0,2,1,73,1
20,90,2,1,1,4,56,1,1,0,2,2,1,0,0,1,68,0
13,97,1,1,1,8,81,1,1,0,1,1,1,0,0,0,68,3
28,69,1,1,1,8,66,1,1,0,1,2,6,0,1,0,66,0
24,93,0,2,1,8,56,1,1,0,1,1,3,0,1,1,69,1
23,88,1,1,0,8,70,1,1,1,2,1,4,0,0,2,70,2
24,95,1,2,1,7,71,2,1,1,2,2,3,0,0,2,74,1
34,92,2,1,0,7,68,0,1,1,2,2,5,0,1,2,75,0
33,74,1,1,1,6,88,1,1,1,1,1,3,0,1,2,71,2
16,91,2,2,1,6,92,0,1,0,2,2,3,0,0,1,71,2
30,70,1,1,0,9,57,1,1,0,1,0,4,0,1,0,65,1
22,73,0,1,0,6,58,2,1,1,1,2,3,0,2,1,65,1
23,64,1,2,0,4,71,0,1,1,1,0,1,0,2,2,65,2
10,97,1,1,0,6,66,1,1,0,1,1,2,0,2,2,67,2
19,72,1,1,1,8,91,2,1,0,1,2,4,0,0,1,67,1
15,81,1,1,1,7,100,1,1,0,1,1,3,0,2,1,67,1
25,76,2,2,1,8,59,1,1,1,1,1,4,0,1,2,71,4
26,98,2,0,0,4,88,0,1,1,2,1,1,0,1,1,72,1
8,73,1,2,1,4,80,0,1,0,2,1,4,0,1,1,62,0
20,91,2,0,1,7,82,1,1,1,1,1,4,0,1,2,70,0
27,94,1,2,0,9,63,2,1,0,1,1,4,0,1,2,72,0
19,77,0,1,1,4,55,1,1,1,0,2,4,0,1,1,64,0
24,75,2,0,1,8,77,2,1,0,1,0,1,0,1,1,66,1
22,90,0,1,1,9,81,1,1,1,1,1,4,0,0,2,69,0
22,97,2,1,0,7,98,2,1,1,1,0,0,0,1,1,71,0
18,90,1,0,0,8,84,2,1,0,2,2,3,0,0,1,68,2
13,69,1,1,1,7,72,0,1,2,1,2,2,0,0,1,63,2
13,96,1,2,1,7,100,1,0,1,2,0,3,0,0,2,71,4
24,76,2,0,1,8,69,0,1,0,1,0,1,0,0,2,65,3
20,83,0,2,1,10,58,1,1,0,2,1,1,0,0,2,66,0
19,93,0,0,1,6,81,1,1,2,1,2,3,1,1,1,68,2
17,68,1,1,1,7,63,1,0,0,1,1,3,0,0,1,61,0
18,91,0,2,0,6,96,1,1,0,1,2,3,0,2,2,71,2
26,84,1,2,1,7,71,1,1,1,1,1,2,0,0,2,70,0
18,96,2,0,0,7,57,0,1,0,1,0,3,0,0,1,66,1
12,67,2,1,1,9,57,0,1,0,1,2,2,0,1,1,61,0
24,77,2,0,1,9,82,0,1,1,1,1,2,0,0,2,67,1
19,93,2,1,1,8,68,1,1,2,2,2,3,0,2,2,72,1
20,61,2,2,0,9,68,1,1,2,0,2,3,0,0,2,65,1
30,64,2,1,0,6,81,0,1,1,1,0,2,0,1,2,68,3
20,100,0,1,1,6,61,2,0,1,1,2,4,0,1,0,70,3
22,71,1,0,1,8,57,1,1,0,2,0,4,0,0,1,63,1
13,99,2,0,0,7,83,1,1,1,1,1,4,0,2,0,69,1
19,67,1,0,0,10,50,1,1,2,1,2,3,0,0,2,62,0
24,74,2,2,0,4,95,2,1,2,1,1,4,0,2,1,71,1
11,90,0,0,1,8,59,0,1,0,2,2,4,0,0,2,64,1
21,86,2,1,0,8,72,1,1,2,2,2,3,0,0,1,69,0
21,83,1,2,1,6,61,2,1,0,2,2,3,0,2,2,71,2
20,81,0,1,1,6,61,0,0,0,1,2,4,1,0,2,63,0
26,94,0,2,1,6,92,0,1,0,2,1,3,0,0,2,72,1
22,69,1,1,1,5,79,1,1,0,0,2,3,0,1,2,66,1
29,78,2,1,1,9,66,1,1,0,1,1,4,0,0,1,69,2
14,66,1,1,1,10,63,0,1,0,1,2,3,0,0,1,60,0
21,84,2,2,1,6,61,0,1,1,2,0,4,0,0,1,68,1
21,70,1,2,0,6,78,1,1,1,0,1,2,0,1,0,65,3
14,73,2,1,0,5,87,2,1,1,1,2,4,0,1,2,67,2
26,79,1,0,1,5,63,1,1,0,1,2,2,0,0,2,66,0
34,61,1,1,1,6,67,2,1,2,1,1,2,0,2,1,68,1
20,64,0,1,1,9,86,1,1,0,2,0,4,0,0,2,63,0
23,87,2,2,1,10,87,1,1,1,1,2,3,0,1,2,73,1
21,77,1,1,1,6,60,1,1,1,1,1,3,0,1,1,66,1
16,95,0,1,1,6,69,0,1,0,2,1,3,1,1,2,67,2
9,88,0,1,1,5,93,0,1,1,1,1,4,0,2,2,66,2
16,60,1,0,0,8,87,0,1,0,0,2,5,0,0,2,60,0
12,85,2,2,0,8,58,0,1,0,2,2,3,0,2,2,67,1
30,64,1,1,0,7,69,1,1,2,0,0,4,0,0,2,67,3
19,91,1,1,1,6,99,2,1,1,1,1,2,0,0,2,70,0
18,100,2,0,0,9,76,0,1,0,1,2,2,0,0,2,69,1
25,81,1,0,1,8,86,1,1,0,1,0,3,0,2,2,68,1
13,87,2,0,1,8,55,2,1,2,2,2,3,0,0,2,67,1
15,69,1,2,0,8,92,0,1,0,1,1,1,0,1,1,63,0
20,78,2,1,0,7,80,2,1,2,1,2,3,0,1,2,70,2
26,94,0,1,0,6,59,2,1,0,1,1,3,0,0,2,71,4
23,67,2,2,1,8,69,0,1,2,1,1,2,0,0,2,67,1
21,71,1,1,0,8,54,2,1,1,1,1,3,0,0,2,64,1
20,78,0,1,0,8,89,2,0,1,1,1,4,0,1,2,66,0
22,88,1,1,1,5,87,0,1,0,2,1,3,0,2,2,70,1
21,75,1,0,1,8,75,2,1,1,1,0,2,0,0,1,65,1
14,97,0,1,1,7,73,1,1,1,0,2,3,0,1,1,68,2
20,64,1,0,1,6,73,2,1,1,2,0,5,0,2,0,65,3
14,75,2,1,0,8,52,1,1,1,1,1,1,0,2,2,65,3
20,88,1,1,1,7,68,1,1,0,2,2,4,0,1,2,69,0
17,69,1,1,0,10,56,1,1,1,1,1,4,0,0,2,63,1
35,86,0,1,0,8,59,1,1,0,0,2,2,0,1,1,70,2
20,67,0,0,1,7,98,1,1,1,1,1,4,0,1,2,64,1
12,62,1,2,1,7,63,2,1,2,1,1,4,0,0,2,62,1
19,65,2,2,1,5,74,1,1,0,1,2,3,0,0,2,66,1
23,97,2,0,1,9,94,2,1,0,1,2,3,0,0,1,73,2
30,82,1,2,1,7,71,1,1,0,2,1,3,0,2,0,72,3
16,92,1,1,1,7,76,2,0,2,1,1,2,0,2,0,68,0
11,73,1,2,0,5,58,1,0,1,1,2,4,0,1,2,62,0
25,84,1,0,0,8,64,1,1,0,1,1,4,0,0,2,67,2
12,80,1,0,0,6,75,1,1,0,2,0,4,0,0,1,62,1
17,98,2,2,0,6,68,1,1,1,1,2,3,0,0,2,72,2
18,90,0,2,0,7,52,2,1,1,2,0,2,0,0,2,67,2
20,89,2,1,1,6,70,0,1,0,1,2,3,0,0,1,68,1
24,62,0,2,1,6,91,1,1,1,1,1,3,0,0,1,65,2
16,82,1,1,0,7,56,0,1,2,2,0,1,1,0,0,79,0
18,79,2,0,0,9,51,2,1,1,1,2,3,0,0,2,66,2
20,97,1,1,1,8,56,0,1,0,1,1,2,0,0,2,68,1
21,70,0,0,1,8,84,1,1,2,2,2,3,1,2,2,65,1
21,71,1,2,1,8,90,1,1,0,1,1,4,0,0,1,67,3
23,76,1,2,1,6,52,0,1,1,1,1,4,0,1,1,67,3
25,70,0,1,1,9,94,1,1,1,1,1,4,0,0,1,67,1
22,65,1,1,1,4,81,2,1,1,1,2,4,0,1,0,68,5
23,94,1,2,0,8,76,0,1,1,1,2,3,0,0,1,72,3
11,82,2,1,0,8,63,2,1,1,1,1,5,0,0,2,65,1
20,94,0,1,0,7,69,0,1,0,1,2,3,1,0,1,65,0
23,93,1,1,1,6,97,0,0,1,1,2,2,0,1,1,70,1
24,71,1,1,1,7,96,1,1,0,1,0,2,0,0,2,67,2
16,82,1,2,1,6,81,1,1,1,1,1,4,0,1,2,68,1
16,63,1,1,0,8,79,1,1,0,2,2,3,0,1,1,63,2
17,97,1,1,1,8,61,0,1,0,1,1,2,0,0,2,68,2
23,76,1,2,1,8,98,1,1,1,0,1,2,0,2,1,69,0
26,76,0,0,1,8,88,0,1,0,0,2,4,0,0,2,66,2
18,72,2,1,1,8,69,2,0,2,1,1,4,1,0,0,64,2
25,78,2,0,1,8,91,1,1,0,1,0,4,0,0,2,69,3
21,70,0,1,0,6,61,1,1,0,1,1,3,0,0,2,62,1
19,75,1,2,1,5,61,2,1,1,1,0,3,0,0,2,65,0
19,92,1,1,1,7,90,1,1,0,2,2,2,0,0,2,70,1
24,93,0,2,1,8,78,1,1,2,1,1,4,0,0,2,72,1
22,72,1,1,0,5,78,2,1,0,2,2,3,0,0,2,66,1
34,79,2,0,1,7,79,0,1,1,2,0,2,1,0,1,70,3
15,95,1,1,0,9,56,1,0,0,2,2,1,0,0,2,67,3
23,62,2,2,1,7,67,0,1,0,1,0,4,0,2,1,65,1
17,96,1,0,1,9,79,0,0,1,1,1,2,0,2,1,68,3
15,69,0,1,1,9,62,0,1,1,2,1,3,0,0,1,62,2
20,87,0,1,1,7,75,2,1,0,1,0,3,0,2,2,68,1
21,83,2,1,0,6,78,1,1,2,2,2,3,1,0,2,69,2
38,82,1,0,0,6,97,0,1,0,1,0,3,0,1,2,72,2
19,94,0,1,0,7,62,1,1,1,1,0,3,1,0,1,65,0
13,64,1,2,1,5,72,1,1,1,1,1,2,0,2,1,63,2
22,74,2,2,1,5,99,1,1,0,1,1,2,0,1,2,68,0
8,82,2,0,0,4,59,1,1,1,1,1,2,0,1,2,62,1
19,92,1,1,1,7,89,1,0,0,2,1,2,0,2,2,69,0
20,69,1,0,0,10,59,1,1,2,2,2,4,0,0,2,65,2
25,92,2,1,0,4,93,2,1,2,1,1,2,0,0,2,74,3
26,76,2,0,1,7,74,1,1,1,2,2,3,0,0,1,70,4
17,68,1,0,1,7,99,2,1,1,1,2,3,0,0,2,65,2
19,90,2,2,0,7,59,0,1,2,1,1,3,0,1,1,70,3
15,64,0,0,1,9,84,0,1,1,1,1,3,0,1,0,59,0
13,81,0,1,1,6,85,0,1,0,1,1,3,0,0,1,63,1
22,63,0,2,1,4,86,0,1,0,2,1,4,0,1,2,64,0
12,74,0,2,1,6,55,2,1,1,0,2,3,0,2,2,63,0
18,84,2,0,0,6,64,1,1,0,2,2,2,0,0,2,67,2
14,82,1,1,1,4,67,1,1,2,1,1,4,0,0,1,65,1
23,76,1,1,0,7,66,1,1,1,1,1,3,0,1,2,67,2
31,77,2,1,0,5,84,1,1,2,2,2,5,0,0,2,73,2
12,69,2,2,1,7,53,0,1,0,2,1,3,0,1,2,64,2
9,78,0,2,0,6,87,1,1,1,2,2,3,0,2,2,65,0
19,98,1,2,1,5,76,1,1,1,1,2,3,0,0,1,72,2
20,94,2,1,0,8,59,2,1,1,1,2,4,0,0,2,72,3
21,66,2,1,0,7,61,1,1,2,2,1,2,0,1,2,66,2
17,61,2,1,1,7,55,2,1,1,1,0,2,1,1,2,62,1
19,97,0,1,0,8,73,1,1,1,1,0,1,0,1,2,68,2
22,81,1,0,1,7,80,0,1,1,1,2,3,0,1,1,67,1
26,82,2,0,0,7,79,1,1,1,1,2,2,1,2,2,69,1
8,91,2,0,0,6,98,1,1,1,1,2,3,0,0,2,67,1
18,73,1,1,0,5,65,1,1,0,2,0,3,0,1,1,63,1
21,79,0,1,1,7,88,0,1,0,1,0,4,0,0,1,65,0
14,99,2,1,0,6,86,0,1,2,2,0,4,0,1,2,71,2
30,87,1,1,0,8,53,0,1,0,2,1,1,0,2,2,70,1
16,66,1,1,1,7,97,1,1,0,2,2,3,0,2,2,68,5
20,65,1,1,1,8,97,2,1,0,1,0,3,0,1,2,65,0
23,68,1,2,1,6,70,1,1,1,1,2,2,0,0,2,68,4
16,91,1,1,1,5,71,1,1,2,1,0,3,0,1,2,69,2
9,72,1,2,1,10,91,1,0,2,1,1,2,0,0,0,62,1
17,61,0,2,1,7,75,1,0,1,2,0,4,0,1,2,62,2
26,98,2,0,0,8,90,0,1,2,0,2,2,1,2,1,72,1
18,67,2,1,0,5,52,2,1,1,1,1,4,0,2,1,64,0
15,60,2,1,0,7,63,0,1,0,2,2,1,1,0,0,58,0
26,69,2,1,0,9,55,0,1,0,1,1,3,0,1,2,66,1
18,69,1,0,1,5,73,0,1,0,2,2,4,0,2,1,64,1
17,77,1,2,1,10,93,0,1,2,2,2,1,0,1,0,68,3
21,97,0,0,0,7,78,1,1,2,1,1,3,0,2,2,69,0
25,95,0,2,0,6,76,1,1,0,1,2,5,0,0,2,71,1
34,78,1,2,1,8,68,1,1,1,1,0,2,0,1,2,71,1
25,76,1,1,1,9,53,1,1,2,2,2,3,0,0,1,67,0
27,82,2,0,1,6,88,1,1,2,2,1,3,0,0,2,71,2
17,70,1,1,1,6,79,0,1,1,1,2,3,0,0,2,64,2
14,62,1,1,1,7,97,2,1,1,1,2,1,0,0,1,62,0
20,98,1,1,0,8,72,1,1,2,1,0,4,0,0,2,70,1
21,67,0,2,0,7,70,0,1,0,1,0,2,0,2,1,63,2
14,68,2,1,1,8,99,2,1,2,1,2,3,0,0,2,66,0
